STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,TOTAL IPC CRIMES
MAHARASHTRA,NAVI MUMBAI,2011,70,38,32,1935,5658
MAHARASHTRA,OSMANABAD,2011,42,30,28,346,3083
MAHARASHTRA,PARBHANI,2011,58,26,36,383,2967
MAHARASHTRA,PUNE COMMR.,2011,110,79,104,4710,12622
MAHARASHTRA,PUNE RLY.,2011,3,0,3,391,462
MAHARASHTRA,PUNE RURAL,2011,148,87,64,1778,7902
MAHARASHTRA,RAIGAD,2011,39,7,7,322,1997
MAHARASHTRA,RATNAGIRI,2011,15,30,12,228,1463
MAHARASHTRA,SANGLI,2011,53,40,22,544,2743
MAHARASHTRA,SATARA,2011,55,34,41,930,4312
MAHARASHTRA,SINDHUDURG,2011,12,11,10,92,792
MAHARASHTRA,SOLAPUR COMMR.,2011,24,22,29,520,1965
MAHARASHTRA,SOLAPUR RURAL,2011,107,53,43,729,4716
MAHARASHTRA,THANE COMMR.,2011,127,79,92,2956,9653
MAHARASHTRA,THANE RURAL,2011,147,63,55,1168,6005
MAHARASHTRA,WARDHA,2011,37,34,26,681,3492
MAHARASHTRA,WASHIM,2011,35,13,27,432,2279
MAHARASHTRA,YAVATMAL,2011,84,44,54,919,5008
MAHARASHTRA,TOTAL,2011,2818,1701,1669,53449,204902
MANIPUR,BISHNUPUR,2011,5,2,18,40,311
MANIPUR,CHANDEL,2011,2,1,0,5,63
MANIPUR,CHURACHANDPUR,2011,7,0,7,12,71
MANIPUR,CID,2011,0,0,0,0,2
MANIPUR,IMPHAL EAST,2011,17,11,36,76,509
MANIPUR,IMPHAL WEST,2011,24,17,61,496,1397
MANIPUR,SENAPATI,2011,3,0,5,16,161
MANIPUR,TAMENGLONG,2011,4,0,0,1,53
MANIPUR,THOUBAL,2011,9,21,39,65,585
MANIPUR,UKHRUL,2011,7,1,3,8,66
MANIPUR,TOTAL,2011,78,53,169,719,3218
MEGHALAYA,GARO HILLS EAST,2011,11,3,12,58,237
MEGHALAYA,GARO HILLS SOUTH,2011,11,2,6,38,115
MEGHALAYA,GARO HILLS WEST,2011,22,8,25,150,533
MEGHALAYA,JAINTIA HILLS,2011,52,43,12,82,425
MEGHALAYA,KHASI HILLS EAST,2011,36,42,20,257,943
MEGHALAYA,KHASI HILLS WEST,2011,17,15,8,53,267
MEGHALAYA,RI-BHOI,2011,21,17,4,58,235
MEGHALAYA,TOTAL,2011,170,130,87,696,2755
MIZORAM,AIZAWL,2011,10,35,1,395,983
MIZORAM,CHAMPHAI,2011,4,10,0,80,199
MIZORAM,KOLASIB,2011,5,7,2,57,146
MIZORAM,LAWNGTLAI,2011,1,2,1,29,64
MIZORAM,LUNGLEI,2011,2,13,2,93,191
MIZORAM,MAMIT,2011,2,4,0,31,85
MIZORAM,SAIHA,2011,1,2,0,25,79
MIZORAM,SERCHHIP,2011,1,4,0,24,74
MIZORAM,TOTAL,2011,26,77,6,734,1821
NAGALAND,DIMAPUR,2011,15,9,24,170,499
NAGALAND,KIPHIRE,2011,0,0,0,0,13
NAGALAND,KOHIMA,2011,7,0,0,70,208
NAGALAND,LONGLENG,2011,0,1,1,11,18
NAGALAND,MOKOKCHUNG,2011,3,2,2,21,56
NAGALAND,MON,2011,6,2,0,8,42
NAGALAND,PEREN,2011,4,0,0,5,22
NAGALAND,PHEK,2011,4,3,0,10,48
NAGALAND,TUENSANG,2011,1,2,4,17,42
NAGALAND,WOKHA,2011,2,1,2,24,65
NAGALAND,ZUNHEBOTO,2011,4,3,1,24,70
NAGALAND,TOTAL,2011,46,23,34,360,1083
ODISHA,ANGUL,2011,71,63,44,470,3383
ODISHA,BALASORE,2011,62,75,111,397,3741
ODISHA,BARAGARH,2011,34,21,16,216,1737
ODISHA,BERHAMPUR,2011,29,13,20,252,1698
ODISHA,BHADRAK,2011,38,26,55,155,2377
ODISHA,BOLANGIR,2011,31,52,24,175,1958
ODISHA,BOUDH,2011,12,14,19,52,514
ODISHA,CUTTACK,2011,49,34,46,205,2481
ODISHA,DCP BBSR,2011,34,35,40,1191,4057
ODISHA,DCP CTC,2011,27,19,31,512,2261
ODISHA,DEOGARH,2011,14,15,9,21,477
ODISHA,DHENKANAL,2011,58,17,32,312,1738
ODISHA,GAJAPATI,2011,10,11,6,24,362
ODISHA,GANJAM,2011,85,50,51,186,2198
ODISHA,JAGATSINGHPUR,2011,35,31,47,202,1590
ODISHA,JAJPUR,2011,64,31,49,342,2492
ODISHA,JHARSUGUDA,2011,29,27,14,268,1309
ODISHA,KALAHANDI,2011,38,46,23,78,1593
ODISHA,KANDHAMAL,2011,36,32,25,71,891
ODISHA,KENDRAPARA,2011,38,41,44,132,1763
ODISHA,KEONJHAR,2011,102,75,48,295,2161
ODISHA,KHURDA,2011,20,29,30,169,1620
ODISHA,KORAPUT,2011,46,53,40,123,1471
ODISHA,MALKANGIR,2011,37,8,10,64,498
ODISHA,MAYURBHANJ,2011,103,76,89,261,2565
ODISHA,NAYAGARH,2011,37,25,30,145,1191
ODISHA,NOWRANGPUR,2011,34,44,44,71,1035
ODISHA,NUAPADA,2011,17,4,12,61,776
ODISHA,PURI,2011,49,21,37,360,2944
ODISHA,RAYAGADA,2011,38,32,36,108,1005
ODISHA,ROURKELA,2011,68,26,22,380,1705
ODISHA,SAMBALPUR,2011,37,30,13,409,2647
ODISHA,SONEPUR,2011,20,10,4,63,660
ODISHA,SRP(CUTTACK),2011,4,0,3,492,648
ODISHA,SRP(ROURKELA),2011,8,1,0,290,492
ODISHA,SUNDARGARH,2011,63,25,15,172,1239
ODISHA,TOTAL,2011,1477,1112,1139,8724,61277
PUNJAB,AMRITSAR,2011,52,16,21,99,1171
PUNJAB,BARNALA,2011,11,5,7,92,824
PUNJAB,BATALA,2011,28,13,16,93,858
PUNJAB,BHATINDA,2011,48,37,31,269,1609
PUNJAB,CP AMRITSAR,2011,32,20,43,390,1807
PUNJAB,CP JALANDHAR,2011,29,15,45,487,1962
PUNJAB,CP LUDHIANA,2011,76,48,94,493,3154
PUNJAB,FARIDKOT,2011,17,8,7,74,760
PUNJAB,FATEHGARH SAHIB,2011,13,4,9,102,792
PUNJAB,FAZILKA,2011,22,21,25,100,840
PUNJAB,FEROZPUR,2011,31,20,32,141,1213
PUNJAB,G.R.P,2011,6,0,1,52,351
PUNJAB,GURDASPUR,2011,22,12,26,50,780
PUNJAB,HOSHIARPUR,2011,51,28,31,211,1621
PUNJAB,JALANDHAR,2011,41,31,32,193,1602
PUNJAB,KAPURTHALA,2011,33,16,20,146,1182
PUNJAB,KHANNA,2011,17,7,12,119,872
PUNJAB,LUDHIANA,2011,16,8,15,93,867
PUNJAB,MANSA,2011,28,14,9,49,583
PUNJAB,MOGA,2011,32,12,26,232,1338
PUNJAB,MUKTSAR,2011,24,17,16,86,739
PUNJAB,PATHANKOT,2011,12,10,15,45,541
PUNJAB,PATIALA,2011,47,25,31,281,2653
PUNJAB,ROPAR,2011,20,14,25,151,1083
PUNJAB,SANGRUR,2011,38,30,25,205,1870
PUNJAB,SAS NGR,2011,31,24,39,352,2068
PUNJAB,SBS NAGAR,2011,18,8,9,95,729
PUNJAB,TARN TARAN,2011,47,16,19,84,1014
PUNJAB,TOTAL,2011,842,479,681,4784,34883
RAJASTHAN,AJMER,2011,50,70,123,616,6627
RAJASTHAN,ALWAR,2011,104,99,161,1818,10643
RAJASTHAN,BANSWARA,2011,34,55,102,121,2567
RAJASTHAN,BARAN,2011,24,60,91,286,3488
RAJASTHAN,BARMER,2011,29,21,34,236,3392
RAJASTHAN,BHARATPUR,2011,95,69,193,1468,9120
RAJASTHAN,BHILWARA,2011,34,52,85,654,4697
RAJASTHAN,BIKANER,2011,39,55,31,294,3831
RAJASTHAN,BUNDI,2011,22,40,110,227,3305
RAJASTHAN,CHITTORGARH,2011,27,50,116,436,4246
RAJASTHAN,CHURU,2011,40,37,33,195,3068
RAJASTHAN,DAUSA,2011,24,13,98,908,5145
RAJASTHAN,DHOLPUR,2011,56,32,76,420,3743
RAJASTHAN,DUNGARPUR,2011,24,39,89,57,2030
RAJASTHAN,G.R.P.AJMER,2011,6,2,6,500,665
RAJASTHAN,G.R.P.JODHPUR,2011,4,0,2,85,155
RAJASTHAN,GANGANAGAR,2011,56,99,76,365,5433
RAJASTHAN,HANUMANGARH,2011,53,82,46,183,3994
RAJASTHAN,JAIPUR EAST,2011,23,31,78,2191,6375
RAJASTHAN,JAIPUR NORTH,2011,17,20,43,651,3396
RAJASTHAN,JAIPUR RURAL,2011,49,37,88,562,5205
RAJASTHAN,JAIPUR SOUTH,2011,16,18,53,1071,4135
RAJASTHAN,JAIPUR WEST,2011,27,23,88,982,4991
RAJASTHAN,JAISALMER,2011,11,4,7,126,1081
RAJASTHAN,JALORE,2011,35,22,50,170,2465
RAJASTHAN,JHALAWAR,2011,33,67,70,366,3596
RAJASTHAN,JHUNJHUNU,2011,41,51,79,309,4078
RAJASTHAN,JODHPUR CITY,2011,29,33,58,945,4270
RAJASTHAN,JODHPUR RURAL,2011,21,26,38,146,2545
RAJASTHAN,KARAULI,2011,32,38,108,619,4402
RAJASTHAN,KOTA CITY,2011,35,24,91,863,4176
RAJASTHAN,KOTA RURAL,2011,26,44,59,147,2311
RAJASTHAN,NAGAUR,2011,44,70,68,375,4258
RAJASTHAN,PALI,2011,31,64,106,264,5347
RAJASTHAN,PRATAPGARH,2011,39,103,79,128,2253
RAJASTHAN,RAJSAMAND,2011,21,14,52,145,2282
RAJASTHAN,SAWAI MADHOPUR,2011,31,24,89,538,3725
RAJASTHAN,SIKAR,2011,49,50,91,533,5417
RAJASTHAN,SIROHI,2011,19,27,60,104,1952
RAJASTHAN,TONK,2011,28,25,79,261,3274
RAJASTHAN,UDAIPUR,2011,83,110,198,734,7939
RAJASTHAN,TOTAL,2011,1461,1800,3204,21099,165622
SIKKIM,EAST,2011,8,7,5,40,249
SIKKIM,NORTH,2011,1,0,0,9,46
SIKKIM,SOUTH,2011,2,4,4,20,195
SIKKIM,WEST,2011,3,5,1,3,106
SIKKIM,TOTAL,2011,14,16,10,72,596
TAMIL NADU,ARIYALUR,2011,28,16,19,94,1953
TAMIL NADU,CHENNAI,2011,168,76,56,2866,21346
TAMIL NADU,CHENNAI RLY.,2011,6,0,1,216,515
TAMIL NADU,COIMBATORE RURAL,2011,39,5,48,402,4590
TAMIL NADU,COIMBATORE URBAN,2011,26,9,27,824,4030
TAMIL NADU,CUDDALORE,2011,68,30,102,345,9215
TAMIL NADU,DHARMAPURI,2011,55,14,70,157,3574
TAMIL NADU,DINDIGUL,2011,65,18,50,256,5426
TAMIL NADU,ERODE,2011,47,10,42,409,6198
TAMIL NADU,KANCHIPURAM,2011,87,19,22,275,6269
TAMIL NADU,KANYAKUMARI,2011,44,10,50,268,5199
TAMIL NADU,KARUR,2011,28,8,60,183,2574
TAMIL NADU,KRISHNAGIRI,2011,72,12,64,290,4506
TAMIL NADU,MADURAI RURAL,2011,71,21,94,355,6165
TAMIL NADU,MADURAI URBAN,2011,35,7,25,455,2873
TAMIL NADU,NAGAPATTINAM,2011,44,13,34,164,4153
TAMIL NADU,NAMAKKAL,2011,38,8,63,173,4526
TAMIL NADU,NILGIRIS,2011,17,6,7,65,1324
TAMIL NADU,PERAMBALUR,2011,14,7,25,78,1518
TAMIL NADU,PUDUKOTTAI,2011,35,7,43,169,3573
TAMIL NADU,RAMNATHAPURAM,2011,42,6,53,190,3511
TAMIL NADU,SALEM RURAL,2011,70,35,108,187,6222
TAMIL NADU,SALEM URBAN,2011,28,23,38,273,3445
TAMIL NADU,SIVAGANGAI,2011,30,5,35,200,3074
TAMIL NADU,THANJAVUR,2011,61,10,46,588,6528
TAMIL NADU,THENI,2011,34,22,88,261,5019
TAMIL NADU,THIRUNELVELI RURAL,2011,94,52,56,345,7943
TAMIL NADU,THIRUNELVELI URBAN,2011,22,7,17,92,1234
TAMIL NADU,THIRUVALLUR,2011,30,6,10,126,3453
TAMIL NADU,THIRUVANNAMALAI,2011,45,24,75,188,4298
TAMIL NADU,THIRUVARUR,2011,24,4,21,134,4397
TAMIL NADU,THOOTHUGUDI,2011,72,29,42,393,5405
TAMIL NADU,TIRUPPUR,2011,47,9,61,827,6769
TAMIL NADU,TRICHY RLY.,2011,5,0,0,104,230
TAMIL NADU,TRICHY RURAL,2011,49,13,59,222,4796
TAMIL NADU,TRICHY URBAN,2011,27,6,28,437,3496
TAMIL NADU,VELLORE,2011,77,25,84,560,7672
TAMIL NADU,VILLUPURAM,2011,87,86,206,497,10945
TAMIL NADU,VIRUDHUNAGAR,2011,46,19,55,256,4915
TAMIL NADU,TOTAL,2011,1877,677,1984,13924,192879
TRIPURA,DHALAI,2011,24,21,16,33,437
TRIPURA,GRP,2011,1,0,0,3,11
TRIPURA,NORTH,2011,31,40,31,80,871
TRIPURA,SOUTH,2011,36,58,34,134,1775
TRIPURA,WEST,2011,71,86,73,244,2709
TRIPURA,TOTAL,2011,163,205,154,494,5803
UTTAR PRADESH,AGRA,2011,181,76,395,3706,10290
UTTAR PRADESH,ALIGARH,2011,168,66,320,1260,5881
UTTAR PRADESH,ALLAHABAD,2011,156,67,220,1390,6256
UTTAR PRADESH,AMBEDKAR NAGAR,2011,42,16,80,113,1283
UTTAR PRADESH,AURAIYA,2011,29,15,76,129,1183
UTTAR PRADESH,AZAMGARH,2011,55,28,120,214,2173
UTTAR PRADESH,BADAUN,2011,97,18,137,156,2599
UTTAR PRADESH,BAGHPAT,2011,66,12,88,269,1736
UTTAR PRADESH,BAHRAICH,2011,53,57,133,223,2679
UTTAR PRADESH,BALLIA,2011,33,7,66,135,1148
UTTAR PRADESH,BALRAMPUR,2011,16,10,50,44,657
UTTAR PRADESH,BANDA,2011,40,26,48,121,1281
UTTAR PRADESH,BARABANKI,2011,71,36,142,201,2216
UTTAR PRADESH,BAREILLY,2011,116,34,205,609,5010
UTTAR PRADESH,BASTI,2011,21,7,29,45,796
UTTAR PRADESH,BHIM NAGAR,2011,72,34,114,196,1737
UTTAR PRADESH,BIJNOR,2011,85,39,128,249,2555
UTTAR PRADESH,BULANDSHAHAR,2011,162,47,218,501,3898
UTTAR PRADESH,CHANDOLI,2011,19,8,20,83,936
UTTAR PRADESH,CHITRAKOOT DHAM,2011,24,20,25,73,588
UTTAR PRADESH,CSM NAGAR,2011,30,20,99,106,1187
UTTAR PRADESH,DEORIA,2011,34,8,58,100,1188
UTTAR PRADESH,ETAH,2011,54,19,69,191,1695
UTTAR PRADESH,ETAWAH,2011,59,13,81,208,2134
UTTAR PRADESH,FAIZABAD,2011,49,27,119,230,2049
UTTAR PRADESH,FATEHGARH,2011,61,16,91,154,1185
UTTAR PRADESH,FATEHPUR,2011,64,40,106,139,2256
UTTAR PRADESH,FIROZABAD,2011,96,32,174,389,2969
UTTAR PRADESH,G.R.P.,2011,30,2,13,3043,5116
UTTAR PRADESH,GAUTAMBUDH NAGAR,2011,88,25,141,2967,6215
UTTAR PRADESH,GHAZIABAD,2011,162,22,257,3108,7813
UTTAR PRADESH,GHAZIPUR,2011,46,11,21,94,794
UTTAR PRADESH,GONDA,2011,46,34,129,201,2481
UTTAR PRADESH,GORAKHPUR,2011,105,50,232,1179,5074
UTTAR PRADESH,HAMIRPUR,2011,34,12,38,69,638
UTTAR PRADESH,HARDOI,2011,61,24,130,182,3104
UTTAR PRADESH,HATHRAS,2011,61,35,93,210,1595
UTTAR PRADESH,J.P.NAGAR,2011,66,44,61,180,1511
UTTAR PRADESH,JALAUN,2011,38,7,49,115,1066
UTTAR PRADESH,JAUNPUR,2011,41,14,93,138,1640
UTTAR PRADESH,JHANSI,2011,66,19,97,387,1934
UTTAR PRADESH,KANNAUJ,2011,37,14,107,99,2058
UTTAR PRADESH,KANPUR NAGAR,2011,159,71,343,1738,7661
UTTAR PRADESH,KANSHIRAM NAGAR,2011,46,22,62,94,984
UTTAR PRADESH,KAUSHAMBI,2011,52,23,53,107,1410
UTTAR PRADESH,KHIRI,2011,89,35,140,296,2842
UTTAR PRADESH,KUSHI NAGAR,2011,50,13,76,111,1529
UTTAR PRADESH,LALITPUR,2011,19,15,37,60,828
UTTAR PRADESH,LUCKNOW,2011,119,55,292,2167,10538
UTTAR PRADESH,MAHARAJGANJ,2011,22,18,43,49,764
UTTAR PRADESH,MAHOBA,2011,13,16,33,68,644
UTTAR PRADESH,MAINPURI,2011,82,33,111,268,2212
UTTAR PRADESH,MATHURA,2011,113,39,145,732,4546
UTTAR PRADESH,MAU,2011,28,19,66,170,1270
UTTAR PRADESH,MEERUT,2011,189,79,323,2445,7607
UTTAR PRADESH,MIRZAPUR,2011,28,3,5,65,1012
UTTAR PRADESH,MORADABAD,2011,103,55,183,867,3618
UTTAR PRADESH,MUZAFFARNAGAR,2011,126,19,238,508,4079
UTTAR PRADESH,PANCHSHIL NAGAR,2011,61,18,100,353,2059
UTTAR PRADESH,PILIBHIT,2011,46,12,69,105,2633
UTTAR PRADESH,PRABUDDH NAGAR,2011,57,11,66,207,1286
UTTAR PRADESH,PRATAPGARH,2011,58,24,90,161,1854
UTTAR PRADESH,RAIBAREILLY,2011,36,29,60,130,1553
UTTAR PRADESH,RAMABAI NAGAR,2011,50,21,90,122,1950
UTTAR PRADESH,RAMPUR,2011,79,43,121,387,2514
UTTAR PRADESH,SAHARANPUR,2011,78,21,90,436,3079
UTTAR PRADESH,SANT KABIRNAGAR,2011,17,17,48,47,792
UTTAR PRADESH,SHAHJAHANPUR,2011,87,40,141,251,2620
UTTAR PRADESH,SHRAWASTI,2011,18,16,40,51,576
UTTAR PRADESH,SIDHARTHNAGAR,2011,14,9,42,62,661
UTTAR PRADESH,SITAPUR,2011,102,66,232,347,3394
UTTAR PRADESH,SONBHADRA,2011,18,19,26,84,905
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,8,2,7,49,348
UTTAR PRADESH,SULTANPUR,2011,41,21,52,197,1551
UTTAR PRADESH,UNNAO,2011,61,36,112,186,2191
UTTAR PRADESH,VARANASI,2011,48,11,92,557,3021
UTTAR PRADESH,TOTAL,2011,4951,2042,8500,36683,195135
UTTARAKHAND,ALMORA,2011,2,3,2,12,122
UTTARAKHAND,BAGESHWAR,2011,1,2,2,2,48
UTTARAKHAND,CHAMOLI,2011,4,2,1,13,80
UTTARAKHAND,CHAMPAWAT,2011,2,4,3,13,90
UTTARAKHAND,DEHRADUN,2011,25,31,55,481,1969
UTTARAKHAND,HARIDWAR,2011,56,26,95,633,2632
UTTARAKHAND,NAINITAL,2011,17,10,24,158,768
UTTARAKHAND,PAURI GARHWAL,2011,6,1,5,48,209
UTTARAKHAND,PITHORAGARH,2011,5,9,4,11,157
UTTARAKHAND,RUDRA PRAYAG,2011,5,3,4,5,94
UTTARAKHAND,TEHRI GARHWAL,2011,4,3,1,6,97
UTTARAKHAND,UDHAMSINGH NAGAR,2011,49,31,116,704,2433
UTTARAKHAND,UTTARKASHI,2011,2,4,2,7,75
UTTARAKHAND,TOTAL,2011,178,129,314,2093,8774
WEST BENGAL,24 PARGANAS NORTH,2011,232,203,587,2918,17412
WEST BENGAL,24 PARGANAS SOUTH,2011,247,274,349,2288,15252
WEST BENGAL,ASANSOL,2011,58,31,64,641,3381
WEST BENGAL,BANKURA,2011,67,44,42,266,2296
WEST BENGAL,BIRBHUM,2011,93,44,58,353,2511
WEST BENGAL,BURDWAN,2011,90,52,101,462,3997
WEST BENGAL,COOCHBEHAR,2011,53,133,194,280,3354
WEST BENGAL,DAKSHIN DINAJPUR,2011,42,55,121,198,2336
WEST BENGAL,DARJEELING,2011,57,49,88,616,3555
WEST BENGAL,HOOGHLY,2011,112,54,130,803,5391
WEST BENGAL,HOWRAH,2011,39,35,129,594,5447
WEST BENGAL,HOWRAH CITY,2011,38,24,110,1120,4709
WEST BENGAL,HOWRAH G.R.P.,2011,6,1,8,523,667
WEST BENGAL,JALPAIGURI,2011,108,211,293,1521,7886
WEST BENGAL,KHARAGPUR G.R.P.,2011,4,0,2,170,225
WEST BENGAL,KOLKATA,2011,54,46,148,3532,17152
WEST BENGAL,MALDA,2011,98,179,243,410,4496
WEST BENGAL,MURSHIDABAD,2011,145,433,566,1109,14154
WEST BENGAL,NADIA,2011,136,185,500,1373,12271
WEST BENGAL,PASCHIM MIDNAPUR,2011,171,53,141,685,5494
WEST BENGAL,PURAB MIDNAPUR,2011,84,65,175,387,4665
WEST BENGAL,PURULIA,2011,93,65,52,265,1895
WEST BENGAL,SEALDAH G.R.P.,2011,13,1,8,377,535
WEST BENGAL,SILIGURI G.R.P.,2011,3,0,4,150,231
WEST BENGAL,UTTAR DINAJPUR,2011,66,126,172,405,3885
WEST BENGAL,TOTAL,2011,2109,2363,4285,21446,143197
A & N ISLANDS,ANDAMAN,2011,14,13,15,86,771
A & N ISLANDS,NICOBAR,2011,0,0,0,2,22
A & N ISLANDS,TOTAL,2011,14,13,15,88,793
CHANDIGARH,CHANDIGARH,2011,24,27,58,1502,3542
CHANDIGARH,TOTAL,2011,24,27,58,1502,3542
D & N HAVELI,D and N HAVELI,2011,14,4,9,69,372
D & N HAVELI,TOTAL,2011,14,4,9,69,372
DAMAN & DIU,DAMAN,2011,6,1,2,37,170
DAMAN & DIU,DIU,2011,0,0,1,10,54
DAMAN & DIU,TOTAL,2011,6,1,3,47,224
DELHI UT,CAW,2011,0,1,0,0,130
DELHI UT,CENTRAL,2011,25,16,154,1308,2451
DELHI UT,CRIME BRANCH,2011,1,1,0,3,121
DELHI UT,DELHI UT TOTAL,2011,543,572,3767,22899,53353
DELHI UT,EAST,2011,54,55,393,3490,7004
DELHI UT,EOW,2011,0,0,0,0,149
DELHI UT,GRP(RLY),2011,10,4,25,746,972
DELHI UT,IGI AIRPORT,2011,1,0,3,67,565
DELHI UT,NEW DELHI,2011,6,2,33,418,1181
DELHI UT,NORTH,2011,38,11,177,1176,2841
DELHI UT,NORTH-EAST,2011,66,69,530,2702,5734
DELHI UT,NORTH-WEST,2011,51,58,331,2268,4889
DELHI UT,OUTER,2011,84,73,577,2220,6118
DELHI UT,SOUTH,2011,30,65,222,2252,5141
DELHI UT,SOUTH-EAST,2011,61,75,478,2437,6377
DELHI UT,SOUTH-WEST,2011,51,69,391,1234,3783
DELHI UT,STF,2011,1,0,0,0,14
DELHI UT,WEST,2011,64,73,453,2578,5883
LAKSHADWEEP,LAKSHADWEEP,2011,0,0,0,4,44
LAKSHADWEEP,TOTAL,2011,0,0,0,4,44
PUDUCHERRY,KARAIKAL,2011,0,0,1,42,753
PUDUCHERRY,PUDUCHERRY,2011,32,7,11,665,3609
PUDUCHERRY,TOTAL,2011,32,7,12,707,4362
ANDHRA PRADESH,ADILABAD,2012,81,88,82,373,5710
ANDHRA PRADESH,ANANTAPUR,2012,173,18,74,581,5441
ANDHRA PRADESH,CHITTOOR,2012,91,28,56,501,4465
ANDHRA PRADESH,CUDDAPAH,2012,118,26,76,513,6110
ANDHRA PRADESH,CYBERABAD,2012,198,75,158,4461,17979
ANDHRA PRADESH,EAST GODAVARI,2012,70,71,54,861,6945
ANDHRA PRADESH,GUNTAKAL RLY.,2012,7,1,1,268,339
ANDHRA PRADESH,GUNTUR,2012,96,23,63,708,7371
ANDHRA PRADESH,GUNTUR URBAN,2012,56,24,42,904,4687
ANDHRA PRADESH,HYDERABAD CITY,2012,102,74,88,3694,15992
ANDHRA PRADESH,KARIMNAGAR,2012,128,40,141,860,8991
ANDHRA PRADESH,KHAMMAM,2012,130,78,73,528,6041
ANDHRA PRADESH,KRISHNA,2012,78,67,67,673,7211
ANDHRA PRADESH,KURNOOL,2012,111,22,58,518,6687
ANDHRA PRADESH,MAHABOOBNAGAR,2012,182,56,76,961,6485
ANDHRA PRADESH,MEDAK,2012,113,26,54,693,6070
ANDHRA PRADESH,NALGONDA,2012,86,52,89,802,8934
ANDHRA PRADESH,NELLORE,2012,94,23,90,833,6854
ANDHRA PRADESH,NIZAMABAD,2012,113,35,38,613,5542
ANDHRA PRADESH,PRAKASHAM,2012,108,37,84,674,6675
ANDHRA PRADESH,RAJAHMUNDRY,2012,23,13,9,337,2125
ANDHRA PRADESH,RANGA REDDY,2012,72,27,22,175,2094
ANDHRA PRADESH,SECUNDERABAD RLY.,2012,4,2,0,787,916
ANDHRA PRADESH,SRIKAKULAM,2012,35,39,18,179,3818
ANDHRA PRADESH,TIRUPATHI URBAN,2012,37,12,25,630,2609
ANDHRA PRADESH,VIJAYAWADA CITY,2012,42,47,66,1385,7686
ANDHRA PRADESH,VIJAYAWADA RLY.,2012,7,0,3,597,732
ANDHRA PRADESH,VISAKHA RURAL,2012,67,27,22,224,2733
ANDHRA PRADESH,VISAKHAPATNAM,2012,44,50,27,1062,4626
ANDHRA PRADESH,VIZIANAGARAM,2012,44,44,21,263,4482
ANDHRA PRADESH,WARANGAL,2012,75,56,66,388,4722
ANDHRA PRADESH,WARANGAL URBAN,2012,41,30,41,421,3583
ANDHRA PRADESH,WEST GODAVARI,2012,91,130,86,1008,7867
ANDHRA PRADESH,TOTAL,2012,2717,1341,1870,27475,192522
ARUNACHAL PRADESH,ANJAW,2012,0,0,1,2,15
ARUNACHAL PRADESH,CHANGLANG,2012,7,6,12,31,223
ARUNACHAL PRADESH,DIBANG VALLEY,2012,4,2,5,16,78
ARUNACHAL PRADESH,K/KUMEY,2012,1,2,1,5,29
ARUNACHAL PRADESH,KAMENG EAST,2012,9,6,2,9,140
ARUNACHAL PRADESH,KAMENG WEST,2012,6,0,3,14,112
ARUNACHAL PRADESH,LOHIT,2012,11,3,12,38,226
ARUNACHAL PRADESH,PAPUM PARE,2012,4,7,20,102,505
ARUNACHAL PRADESH,RURAL,2012,6,6,4,11,104
ARUNACHAL PRADESH,SIANG EAST,2012,5,6,1,46,170
ARUNACHAL PRADESH,SIANG UPPER,2012,1,1,3,11,51
ARUNACHAL PRADESH,SIANG WEST,2012,4,2,4,38,218
ARUNACHAL PRADESH,SUBANSIRI LOWER,2012,4,0,4,12,136
ARUNACHAL PRADESH,SUBANSIRI UPPER,2012,3,4,4,19,168
ARUNACHAL PRADESH,TAWANG,2012,2,0,0,16,46
ARUNACHAL PRADESH,TIRAP,2012,6,1,6,31,187
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2012,0,0,0,1,12
ARUNACHAL PRADESH,TOTAL,2012,73,46,82,402,2420
ASSAM,BAKSA,2012,38,33,62,104,664
ASSAM,BARPETA,2012,34,98,225,214,4764
ASSAM,BIEO,2012,0,0,0,0,16
ASSAM,BONGAIGAON,2012,17,50,73,147,1381
ASSAM,C.I.D.,2012,1,4,2,5,65
ASSAM,CACHAR,2012,72,94,175,573,4658
ASSAM,CHIRANG,2012,40,24,40,63,718
ASSAM,DARRANG,2012,36,88,191,160,2607
ASSAM,DHEMAJI,2012,24,74,87,101,1107
ASSAM,DHUBRI,2012,65,159,315,254,4633
ASSAM,DIBRUGARH,2012,81,50,134,560,2997
ASSAM,G.R.P.,2012,15,3,4,154,511
ASSAM,GOALPARA,2012,55,65,84,293,2415
ASSAM,GOLAGHAT,2012,58,60,181,231,2245
ASSAM,GUWAHATI CITY,2012,83,78,341,2426,8730
ASSAM,HAILAKANDI,2012,24,56,96,149,1322
ASSAM,HAMREN,2012,9,3,16,36,150
ASSAM,JORHAT,2012,36,42,106,435,2612
ASSAM,KAMRUP,2012,48,54,121,361,5022
ASSAM,KARBI ANGLONG,2012,35,28,58,177,824
ASSAM,KARIMGANJ,2012,36,32,85,197,2210
ASSAM,KOKRAJHAR,2012,110,27,90,220,6459
ASSAM,LAKHIMPUR,2012,37,62,128,184,1968
ASSAM,MORIGAON,2012,20,58,88,98,1449
ASSAM,N.C.HILLS,2012,15,5,23,35,249
